"id","state_name","route_name","route_link","bus_name","bus_type","departing","duration","reaching","rating","price","availability"
"358","Andhra(APSRTC)","Kakinada to Visakhapatnam","https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam","APSRTC - 2765","Super Luxury (Non AC Seater 2+2 Push Back)","22:45","04h 15m","03:00","3.8","281.00","33"
"359","Andhra(APSRTC)","Kakinada to Visakhapatnam","https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam","APSRTC - 2405","Super Luxury (Non AC Seater 2+2 Push Back)","23:00","04h 00m","03:00","4.3","281.00","34"
"360","Andhra(APSRTC)","Kakinada to Visakhapatnam","https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam","APSRTC - 2851","Super Luxury (Non AC Seater 2+2 Push Back)","23:30","04h 20m","03:50","3.8","281.00","32"
"361","Andhra(APSRTC)","Kakinada to Visakhapatnam","https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam","APSRTC - 23539","Super Luxury (Non AC Seater 2+2 Push Back)","23:35","03h 55m","03:30","4.0","281.00","18"
"362","Andhra(APSRTC)","Kakinada to Visakhapatnam","https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam","APSRTC - 3472","INDRA(A.C. Seater)","23:40","03h 20m","03:00","4.1","340.00","4"
"363","Andhra(APSRTC)","Visakhapatnam to Kakinada","https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada","Navayuga Travels","A/C Sleeper (2+1)","22:00","04h 10m","02:10","3.5","1190.00","8"
"364","Andhra(APSRTC)","Visakhapatnam to Kakinada","https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada","Sai RK Travels","Non A/C Seater / Sleeper (2+1)","22:40","03h 50m","02:30","4.4","777.00","1"
"365","Andhra(APSRTC)","Visakhapatnam to Kakinada","https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada","Morning Star Travels","A/C Sleeper (2+1)","21:10","05h 15m","02:25","2.7","1090.00","1"
"366","Andhra(APSRTC)","Visakhapatnam to Kakinada","https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada","Sai Sree Travels","A/C Seater (2+2)","22:30","06h 30m","05:00","2.9","1000.00","34"
"367","Andhra(APSRTC)","Chittoor (Andhra Pradesh) to Bangalore","https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore","Venson Transports","Non AC Seater (2+3)","21:40","04h 35m","02:15","2.8","300.00","41"
"368","Andhra(APSRTC)","Chittoor (Andhra Pradesh) to Bangalore","https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore","NueGo","Electric A/C Seater (2+2)","21:00","04h 40m","01:40","4.1","569.00","1"
"369","Andhra(APSRTC)","Chittoor (Andhra Pradesh) to Bangalore","https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore","Mahi Trans Solutions","A/C Sleeper (2+1)","23:00","06h 10m","05:10","3.9","5000.00","36"
"370","Andhra(APSRTC)","Chittoor (Andhra Pradesh) to Bangalore","https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore","NueGo","Electric A/C Seater (2+2)","23:30","04h 40m","04:10","4.8","931.00","1"
"371","Andhra(APSRTC)","Chittoor (Andhra Pradesh) to Bangalore","https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore","RK Travels","Non A/C Seater / Sleeper (2+1)","23:50","04h 30m","04:20","3.0","999.00","1"
"372","Andhra(APSRTC)","Chittoor (Andhra Pradesh) to Bangalore","https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore","Sai Sindhu Travels","A/C Sleeper (2+1)","00:30","05h 00m","05:30","3.1","1090.00","8"
"373","Andhra(APSRTC)","Chittoor (Andhra Pradesh) to Bangalore","https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore","Varsha Travels","A/C Sleeper (2+1)","23:30","06h 00m","05:30","2.7","999.00","21"
"374","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","APSRTC - 9254","Super Luxury (Non AC Seater 2+2 Push Back)","23:30","06h 00m","05:30","4.0","439.00","1"
"375","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","Abhishek Bus","Scania Multi-Axle AC Semi Sleeper (2+2)","22:05","08h 15m","06:20","4.2","1099.00","4"
"376","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","Sri Vinayaka Travels","NON A/C Seater/ Sleeper (2+1)","22:30","06h 30m","05:00","4.1","1099.00","1"
"377","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","PRL BUS","Non A/C Seater / Sleeper (2+1)","22:45","06h 15m","05:00","4.3","1000.00","4"
"378","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","Maheswari Travels","NON A/C Sleeper (2+1)","22:50","07h 00m","05:50","3.8","999.00","1"
"379","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","AR & BCVR Travels","Non A/C Seater / Sleeper (2+1)","22:55","06h 35m","05:30","4.2","900.00","3"
"380","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","AR & BCVR Travels","Non A/C Seater / Sleeper (2+1)","23:00","06h 00m","05:00","4.5","900.00","2"
"381","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","INDHU BUS","Non A/C Seater / Sleeper (2+1)","23:10","06h 50m","06:00","3.8","999.00","8"
"382","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","Indu Travels","Non A/C Seater / Sleeper (2+1)","23:15","05h 45m","05:00","4.1","949.00","1"
"383","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","Indu Travels","Non A/C Seater / Sleeper (2+1)","23:15","05h 45m","05:00","3.6","950.00","2"
"384","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","Sri Vengamamba Bus Transport (SVBT)","A/C Seater / Sleeper (2+1)","23:59","05h 46m","05:45","4.2","1090.00","1"
"385","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","PRL BUS","Non A/C Seater / Sleeper (2+1)","22:30","07h 30m","06:00","0.0","1000.00","8"
"386","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","AR & BCVR Travels","Non A/C Seater / Sleeper (2+1)","22:45","07h 15m","06:00","2.9","900.00","4"
"387","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","HARITHA TRAVELS","Non A/C Seater / Sleeper (2+1)","23:00","06h 25m","05:25","0.0","699.00","33"
"388","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","Ahobila Travels","Non A/C Seater / Sleeper (2+1)","23:35","05h 55m","05:30","1.8","700.00","1"
"389","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","Indu Travels","A/C Sleeper (2+1)","23:00","06h 00m","05:00","3.6","1499.00","1"
"390","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","AR & BCVR Travels","A/C Sleeper (2+1)","23:15","06h 45m","06:00","4.1","1500.00","1"
"391","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","Abhishek Bus","A/C Sleeper (2+1)","23:40","05h 15m","04:55","3.6","1500.00","2"
"392","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","BHAIRAVA TOURS AND TRAVELS","Non A/C Seater / Sleeper (2+1)","23:45","06h 30m","06:15","3.7","1599.00","1"
"393","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","Sri Vengamamba Bus Transport (SVBT)","Non A/C Seater / Sleeper (2+1)","23:55","05h 05m","05:00","3.7","1190.00","1"
"394","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","Golden Travels","A/C Seater / Sleeper (2+1)","23:55","05h 45m","05:40","3.0","5000.00","1"
"395","Andhra(APSRTC)","Kadapa to Bangalore","https://www.redbus.in/bus-tickets/kadapa-to-bangalore","Giridhar Tours and Travels","A/C Seater/Sleeper (2+1)","23:59","05h 41m","05:40","3.9","1790.00","2"
"396","Andhra(APSRTC)","Anantapur (andhra pradesh) to Bangalore","https://www.redbus.in/bus-tickets/ananthapur-to-bangalore","APSRTC - 52937","ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)","21:45","05h 00m","02:45","4.3","307.00","1"
"397","Andhra(APSRTC)","Anantapur (andhra pradesh) to Bangalore","https://www.redbus.in/bus-tickets/ananthapur-to-bangalore","YAS TOURS AND TRAVELS","Volvo A/C B11R Multi Axle Semi Sleeper (2+2)","22:10","03h 05m","01:15","4.3","800.00","3"
"398","Andhra(APSRTC)","Anantapur (andhra pradesh) to Bangalore","https://www.redbus.in/bus-tickets/ananthapur-to-bangalore","YAS TOURS AND TRAVELS","Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1)","20:25","03h 20m","23:45","3.8","900.00","3"
"399","Andhra(APSRTC)","Anantapur (andhra pradesh) to Bangalore","https://www.redbus.in/bus-tickets/ananthapur-to-bangalore","Orange Tours And Travels","Scania AC Multi Axle Sleeper (2+1)","21:45","03h 30m","01:15","4.1","1200.00","1"
"400","Andhra(APSRTC)","Anantapur (andhra pradesh) to Bangalore","https://www.redbus.in/bus-tickets/ananthapur-to-bangalore","Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","20:05","03h 35m","23:40","4.5","900.00","1"
"401","Andhra(APSRTC)","Anantapur (andhra pradesh) to Bangalore","https://www.redbus.in/bus-tickets/ananthapur-to-bangalore","Orange Tours and Travels Platinum","Volvo Multi-Axle Sleeper A/C (2+1)","23:00","03h 30m","02:30","3.2","1200.00","13"
"402","Andhra(APSRTC)","Anantapur (andhra pradesh) to Bangalore","https://www.redbus.in/bus-tickets/ananthapur-to-bangalore","Dream Line Travels Pvt Ltd","VE A/C Sleeper (2+1)","04:20","04h 55m","09:15","3.6","1550.00","9"
"403","Andhra(APSRTC)","Anantapur (andhra pradesh) to Bangalore","https://www.redbus.in/bus-tickets/ananthapur-to-bangalore","BigBus","Volvo 9600 Multi-Axle A/C Sleeper (2+1)","20:00","03h 30m","23:30","3.8","950.00","3"
"404","Andhra(APSRTC)","Anantapur (andhra pradesh) to Bangalore","https://www.redbus.in/bus-tickets/ananthapur-to-bangalore","Orange Tours And Travels","Bharat Benz A/C Sleeper (2+1)","23:30","03h 00m","02:30","3.6","1700.00","1"
"405","Andhra(APSRTC)","Anantapur (andhra pradesh) to Bangalore","https://www.redbus.in/bus-tickets/ananthapur-to-bangalore","Delta Transports Pvt Ltd","Volvo 9600 Multi-Axle A/C Sleeper (2+1)","00:10","03h 30m","03:40","4.4","1200.00","8"
"406","Andhra(APSRTC)","Anantapur (andhra pradesh) to Bangalore","https://www.redbus.in/bus-tickets/ananthapur-to-bangalore","Dream Line Travels Pvt Ltd","VE A/C Sleeper (2+1)","04:20","05h 40m","10:00","3.6","2600.00","6"
"407","Andhra(APSRTC)","Anantapur (andhra pradesh) to Bangalore","https://www.redbus.in/bus-tickets/ananthapur-to-bangalore","BHAIRAVA TOURS AND TRAVELS","Non A/C Seater / Sleeper (2+1)","23:20","06h 40m","06:00","3.5","999.00","4"
"408","Andhra(APSRTC)","Anantapur (andhra pradesh) to Bangalore","https://www.redbus.in/bus-tickets/ananthapur-to-bangalore","Sri Tulasi Tours and Travels","A/C Sleeper (2+1)","23:00","04h 00m","03:00","3.4","1349.00","5"
"409","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","NueGo","Electric A/C Seater (2+2)","19:35","06h 05m","01:40","4.0","569.00","1"
"410","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Mahi Trans Solutions","A/C Sleeper (2+1)","21:30","07h 40m","05:10","3.9","5000.00","36"
"411","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","NueGo","Electric A/C Seater (2+2)","22:05","06h 05m","04:10","4.2","898.00","1"
"412","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","RK Travels","Non A/C Seater / Sleeper (2+1)","22:30","05h 50m","04:20","3.5","999.00","1"
"413","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","SURAJ TRAVEL HOUSE","VE A/C Semi Sleeper (2+2)","22:30","05h 30m","04:00","4.0","749.00","23"
"414","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","GreenLine Travels And Holidays","NON A/C Sleeper (2+1)","22:30","07h 05m","05:35","3.4","999.00","1"
"415","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","SURAJ TRAVEL HOUSE","VE A/C Semi Sleeper (2+2)","22:45","05h 30m","04:15","4.0","799.00","27"
"416","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","GreenLine Travels And Holidays","Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1)","22:45","06h 00m","04:45","3.7","1110.00","9"
"417","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","RCV Travels","A/C Seater / Sleeper (2+1)","22:49","05h 11m","04:00","4.8","849.00","2"
"418","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","GreenLine Travels And Holidays","NON A/C Sleeper (2+1)","23:00","05h 30m","04:30","3.8","999.00","14"
"419","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","NueGo","Electric A/C Seater (2+2)","23:05","06h 05m","05:10","4.3","785.00","1"
"420","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","MRS TRAVELS","A/C Sleeper (2+1)","23:05","05h 55m","05:00","4.2","999.00","4"
"421","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Manis Travels","Mercedes Benz A/C (2+2)","23:10","06h 50m","06:00","3.2","749.00","2"
"422","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","AGR Travels","NON A/C Sleeper (2+1)","23:15","05h 00m","04:15","4.0","899.00","14"
"423","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","KGN and NR TRAVELS","NON A/C Sleeper (2+1)","23:30","04h 30m","04:00","3.8","849.00","15"
"424","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Abhishek Bus","Scania Multi-Axle AC Semi Sleeper (2+2)","23:40","05h 20m","05:00","4.3","949.00","1"
"425","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Sri Kamakshi Tours And Travels","NON A/C Sleeper (2+1)","23:45","04h 15m","04:00","3.3","999.00","3"
"426","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Rajeswari Travels","Non A/C Seater / Sleeper (2+1)","23:55","05h 35m","05:30","3.1","999.00","1"
"427","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Sai Sindhu Travels","A/C Classy Seater (2+2)","23:59","06h 21m","06:20","3.8","690.00","7"
"428","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","FRESHBUS","Electric A/C Seater (2+2)","00:05","05h 40m","05:45","4.6","1234.00","13"
"429","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Jabbar Travels","NON A/C Sleeper (2+1)","00:30","05h 00m","05:30","3.5","1000.00","2"
"430","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Varsha Travels","A/C Sleeper (2+1)","22:30","07h 00m","05:30","2.7","899.00","20"
"431","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","RDS Travels","Scania A/C Semi Sleeper (2+2)","23:00","05h 00m","04:00","2.7","599.00","18"
"432","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Manis Travels","Volvo Multi-Axle A/C Semi Sleeper (2+2)","23:10","06h 50m","06:00","2.7","749.00","1"
"433","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Sree Hari Travels","NON A/C Sleeper (2+1)","23:30","04h 50m","04:20","2.6","799.00","4"
"434","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","VEGA BUS","A/C Seater / Sleeper (2+1)","23:55","04h 15m","04:10","2.9","751.00","7"
"435","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","METRO LINES TRAVELS","NON A/C Seater/ Sleeper (2+1)","23:59","04h 51m","04:50","2.7","650.00","1"
"436","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","VEGA BUS","A/C Seater / Sleeper (2+1)","23:59","06h 01m","06:00","2.7","713.00","13"
"437","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","GreenLine Travels And Holidays","NON A/C Sleeper (2+1)","23:59","05h 31m","05:30","2.1","999.00","6"
"438","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Rapid Travels","NON A/C Sleeper (2+1)","23:59","05h 31m","05:30","2.1","949.00","2"
"439","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","JTS Tours and Travels","A/C Sleeper (2+1)","00:30","04h 30m","05:00","2.5","900.00","4"
"440","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","FRESHBUS","Electric A/C Seater (2+2)","21:45","05h 20m","03:05","4.8","1234.00","9"
"441","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Sai Sindhu Travels","A/C Sleeper (2+1)","22:05","07h 25m","05:30","3.8","1090.00","8"
"442","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","FRESHBUS","Electric A/C Seater (2+2)","22:45","05h 20m","04:05","4.8","1234.00","12"
"443","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","CHOPPA TRAVELS","A/C Sleeper (2+1)","23:15","06h 15m","05:30","3.7","1249.00","1"
"444","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","GreenLine Travels And Holidays","A/C Sleeper (2+1)","23:15","05h 45m","05:00","4.2","1110.00","3"
"445","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","RK Travels","A/C Seater / Sleeper (2+1)","23:20","06h 40m","06:00","3.8","1200.00","3"
"446","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","GreenLine Travels And Holidays","A/C Sleeper (2+1)","23:45","05h 30m","05:15","3.7","1249.00","9"
"447","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","SRI RATAN TATA EXPRESS","A/C Sleeper (2+1)","23:46","05h 59m","05:45","3.2","1099.00","23"
"448","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Abhishek Bus","A/C Sleeper (2+1)","23:55","05h 30m","05:25","3.4","2299.00","1"
"449","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","GreenLine Travels And Holidays","A/C Sleeper (2+1)","23:55","05h 30m","05:25","3.7","1249.00","15"
"450","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","GRV Yatrikha LLP","Scania AC Multi Axle Sleeper (2+1)","23:59","05h 31m","05:30","3.9","2049.00","1"
"451","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Rajesh Transports","A/C Volvo B11R Multi-Axle Sleeper (2+1)","23:59","05h 31m","05:30","4.6","1400.00","2"
"452","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Sri Shrinivasa Bus Transport (SSBT)","NON A/C Semi Sleeper / Sleeper (2+1)","23:59","05h 31m","05:30","4.1","3890.00","40"
"453","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","GreenLine Travels And Holidays","VE A/C Sleeper (2+1)","00:15","05h 45m","06:00","3.1","1350.00","7"
"454","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","AGR Travels","A/C Sleeper (2+1)","00:30","05h 40m","06:10","4.0","1299.00","11"
"455","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Go Tour Travels and Holidays","A/C Sleeper (2+1)","00:30","05h 00m","05:30","4.4","1134.00","2"
"456","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Jabbar Travels","A/C Sleeper (2+1)","01:15","04h 45m","06:00","3.4","1300.00","6"
"457","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Rajeswari Travels","A/C Sleeper (2+1)","23:59","0-18h 0-59m","06:00","3.0","1100.00","12"
"458","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Sri Shanmukh Travels","A/C Sleeper (2+1)","23:20","04h 55m","04:15","0.0","4750.00","30"
"459","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","GEETHA TRAVELS","A/C Sleeper (2+1)","23:30","05h 30m","05:00","1.3","4000.00","32"
"460","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Sri Shanmukh Travels","A/C Sleeper (2+1)","23:50","04h 55m","04:45","0.0","1044.00","6"
"461","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","SIVA SAI BALAJI TOURS AND TRAVELS","A/C Sleeper (2+1)","23:59","08h 06m","08:05","0.0","1400.00","2"
"462","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","KKaveri Travels","Non A/C Seater / Sleeper (2+1)","23:59","06h 01m","06:00","0.0","1490.00","1"
"463","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Bharathi Travels","Non A/C Seater / Sleeper (2+1)","23:59","05h 36m","05:35","2.1","1199.00","1"
"464","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Dream Line Travels Pvt Ltd","A/C Sleeper (2+1)","00:30","04h 45m","05:15","2.7","1330.00","7"
"465","Andhra(APSRTC)","Tirupati to Bangalore","https://www.redbus.in/bus-tickets/tirupathi-to-bangalore","Svkdt travels","A/C Sleeper (2+1)","04:30","05h 07m","09:37","1.5","1790.00","4"
"466","Andhra(APSRTC)","Visakhapatnam to Vijayawada","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","TSRTC - 9808","Lahari A/C sleeper","20:15","07h 45m","04:00","4.6","1820.00","3"
"467","Andhra(APSRTC)","Visakhapatnam to Vijayawada","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","Sri Krishna Travels","A/C Sleeper (2+1)","20:30","07h 00m","03:30","4.3","2010.00","13"
"468","Andhra(APSRTC)","Visakhapatnam to Vijayawada","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","Yolo Bus","A/C Sleeper (2+1)","21:31","07h 32m","05:03","4.6","1790.00","1"
"469","Andhra(APSRTC)","Visakhapatnam to Vijayawada","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","IntrCity SmartBus","A/C Seater / Sleeper (2+1)","21:00","08h 30m","05:30","4.4","1212.00","6"
"470","Andhra(APSRTC)","Visakhapatnam to Vijayawada","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","IntrCity SmartBus","AC Sleeper (2+1)","22:00","08h 10m","06:10","4.4","2293.00","2"
"471","Andhra(APSRTC)","Visakhapatnam to Vijayawada","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","IntrCity SmartBus","AC Sleeper (2+1)","22:30","08h 10m","06:40","4.8","1773.00","5"
"472","Andhra(APSRTC)","Visakhapatnam to Vijayawada","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","NueGo","Electric A/C Seater/Sleeper (2+1)","22:10","09h 05m","07:15","4.1","895.00","2"
"473","Andhra(APSRTC)","Visakhapatnam to Vijayawada","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","SRKT Travels","A/C Seater / Sleeper (2+1)","21:25","08h 15m","05:40","4.1","750.00","3"
"474","Andhra(APSRTC)","Visakhapatnam to Vijayawada","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","Yolo Bus","Bharat Benz A/C Sleeper (2+1)","22:01","07h 50m","05:51","4.3","1760.00","10"
"475","Andhra(APSRTC)","Visakhapatnam to Vijayawada","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","Zingbus Plus","Bharat Benz A/C Sleeper (2+1)","22:00","07h 55m","05:55","4.3","1507.00","6"
"476","Andhra(APSRTC)","Visakhapatnam to Vijayawada","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","IntrCity SmartBus","AC Sleeper (2+1)","20:00","08h 20m","04:20","4.8","1826.00","7"
"477","Andhra(APSRTC)","Visakhapatnam to Vijayawada","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","Vikram Travels","A/C Sleeper (2+1)","21:00","06h 45m","03:45","4.5","1780.00","5"
"478","Andhra(APSRTC)","Visakhapatnam to Vijayawada","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","IntrCity SmartBus","AC Sleeper (2+1)","19:15","08h 20m","03:35","4.5","1687.00","1"
